location.x,location.y,scaling,size.x,size.y,request.location.x,request.location.y,request.level,request.size.x,request.size.y,native.fractional_coordinates.x,native.fractional_coordinates.y,native.native_size.x,native.native_size.y
4864,1280,0.2495,256,256,19476,5112,1,267,267,4.747350746216398,4.564991557569101,256.50523238315725,256.50523238315725
5120,1280,0.2495,256,256,20504,5112,1,266,267,4.260391594113571,4.564991557569101,256.50523238315725,256.50523238315725
5376,1280,0.2495,256,256,21528,5112,1,267,267,4.773402058879583,4.564991557569101,256.50523238315725,256.50523238315725
5632,1280,0.2495,256,256,22556,5112,1,266,267,4.286442906778575,4.564991557569101,256.50523238315725,256.50523238315725
5888,1280,0.2495,256,256,23580,5112,1,267,267,4.799453371544587,4.564991557569101,256.50523238315725,256.50523238315725
6144,1280,0.2495,256,256,24608,5112,1,266,267,4.31249421944176,4.564991557569101,256.50523238315725,256.50523238315725
6400,1280,0.2495,256,256,25632,5112,1,267,267,4.825504684208681,4.564991557569101,256.50523238315725,256.50523238315725
6656,1280,0.2495,256,256,26660,5112,1,266,267,4.338545532105854,4.564991557569101,256.50523238315725,256.50523238315725
6912,1280,0.2495,256,256,27684,5112,1,267,267,4.851555996871866,4.564991557569101,256.50523238315725,256.50523238315725
7168,1280,0.2495,256,256,28712,5112,1,266,267,4.364596844769949,4.564991557569101,256.50523238315725,256.50523238315725
7424,1280,0.2495,256,256,29736,5112,1,267,267,4.877607309535961,4.564991557569101,256.50523238315725,256.50523238315725
7680,1280,0.2495,256,256,30764,5112,1,266,267,4.390648157433134,4.564991557569101,256.50523238315725,256.50523238315725
7936,1280,0.2495,256,256,31788,5112,1,267,267,4.903658622200055,4.564991557569101,256.50523238315725,256.50523238315725
8192,1280,0.2495,256,256,32816,5112,1,266,267,4.416699470099047,4.564991557569101,256.50523238315725,256.50523238315725
8448,1280,0.2495,256,256,33841,5112,1,267,267,4.679717530647395,4.564991557569101,256.50523238315725,256.50523238315725
8704,1280,0.2495,256,256,34869,5112,1,266,267,4.192758378543658,4.564991557569101,256.50523238315725,256.50523238315725
8960,1280,0.2495,256,256,35893,5112,1,267,267,4.7057688433105795,4.564991557569101,256.50523238315725,256.50523238315725
9216,1280,0.2495,256,256,36921,5112,1,266,267,4.218809691206843,4.564991557569101,256.50523238315725,256.50523238315725
9472,1280,0.2495,256,256,37945,5112,1,267,267,4.7318201559737645,4.564991557569101,256.50523238315725,256.50523238315725
9728,1280,0.2495,256,256,38973,5112,1,266,267,4.244861003871847,4.564991557569101,256.50523238315725,256.50523238315725
9984,1280,0.2495,256,256,39997,5112,1,267,267,4.757871468638768,4.564991557569101,256.50523238315725,256.50523238315725
10240,1280,0.2495,256,256,41025,5112,1,266,267,4.270912316536851,4.564991557569101,256.50523238315725,256.50523238315725
10496,1280,0.2495,256,256,42049,5112,1,267,267,4.783922781301953,4.564991557569101,256.50523238315725,256.50523238315725
10752,1280,0.2495,256,256,43077,5112,1,266,267,4.296963629200036,4.564991557569101,256.50523238315725,256.50523238315725
11008,1280,0.2495,256,256,44101,5112,1,267,267,4.809974093965138,4.564991557569101,256.50523238315725,256.50523238315725
0,1536,0.2495,256,256,0,6140,1,261,266,0.0,4.078032405466502,256.50523238315725,256.50523238315725
256,1536,0.2495,256,256,1008,6140,1,267,266,4.5128889322411965,4.078032405466502,256.50523238315725,256.50523238315725
512,1536,0.2495,256,256,2036,6140,1,266,266,4.025929780138824,4.078032405466502,256.50523238315725,256.50523238315725
768,1536,0.2495,256,256,3060,6140,1,267,266,4.538940244905007,4.078032405466502,256.50523238315725,256.50523238315725
1024,1536,0.2495,256,256,4088,6140,1,266,266,4.051981092802748,4.078032405466502,256.50523238315725,256.50523238315725
1280,1536,0.2495,256,256,5112,6140,1,267,266,4.564991557569101,4.078032405466502,256.50523238315725,256.50523238315725
1536,1536,0.2495,256,256,6140,6140,1,266,266,4.078032405466502,4.078032405466502,256.50523238315725,256.50523238315725
1792,1536,0.2495,256,256,7164,6140,1,267,266,4.591042870232968,4.078032405466502,256.50523238315725,256.50523238315725
2048,1536,0.2495,256,256,8192,6140,1,266,266,4.104083718130596,4.078032405466502,256.50523238315725,256.50523238315725
2304,1536,0.2495,256,256,9216,6140,1,267,266,4.617094182896835,4.078032405466502,256.50523238315725,256.50523238315725
2560,1536,0.2495,256,256,10244,6140,1,266,266,4.130135030794463,4.078032405466502,256.50523238315725,256.50523238315725
2816,1536,0.2495,256,256,11268,6140,1,267,266,4.64314549556093,4.078032405466502,256.50523238315725,256.50523238315725
3072,1536,0.2495,256,256,12296,6140,1,266,266,4.156186343458103,4.078032405466502,256.50523238315725,256.50523238315725
3328,1536,0.2495,256,256,13320,6140,1,267,266,4.669196808224569,4.078032405466502,256.50523238315725,256.50523238315725
3584,1536,0.2495,256,256,14348,6140,1,266,266,4.182237656122197,4.078032405466502,256.50523238315725,256.50523238315725
3840,1536,0.2495,256,256,15372,6140,1,267,266,4.695248120888209,4.078032405466502,256.50523238315725,256.50523238315725
4096,1536,0.2495,256,256,16400,6140,1,266,266,4.208288968786292,4.078032405466502,256.50523238315725,256.50523238315725
4352,1536,0.2495,256,256,17424,6140,1,267,266,4.7212994335523035,4.078032405466502,256.50523238315725,256.50523238315725
4608,1536,0.2495,256,256,18452,6140,1,266,266,4.234340281449477,4.078032405466502,256.50523238315725,256.50523238315725
4864,1536,0.2495,256,256,19476,6140,1,267,266,4.747350746216398,4.078032405466502,256.50523238315725,256.50523238315725
5120,1536,0.2495,256,256,20504,6140,1,266,266,4.260391594113571,4.078032405466502,256.50523238315725,256.50523238315725
5376,1536,0.2495,256,256,21528,6140,1,267,266,4.773402058879583,4.078032405466502,256.50523238315725,256.50523238315725
5632,1536,0.2495,256,256,22556,6140,1,266,266,4.286442906778575,4.078032405466502,256.50523238315725,256.50523238315725
5888,1536,0.2495,256,256,23580,6140,1,267,266,4.799453371544587,4.078032405466502,256.50523238315725,256.50523238315725
6144,1536,0.2495,256,256,24608,6140,1,266,266,4.31249421944176,4.078032405466502,256.50523238315725,256.50523238315725
6400,1536,0.2495,256,256,25632,6140,1,267,266,4.825504684208681,4.078032405466502,256.50523238315725,256.50523238315725
6656,1536,0.2495,256,256,26660,6140,1,266,266,4.338545532105854,4.078032405466502,256.50523238315725,256.50523238315725
6912,1536,0.2495,256,256,27684,6140,1,267,266,4.851555996871866,4.078032405466502,256.50523238315725,256.50523238315725
7168,1536,0.2495,256,256,28712,6140,1,266,266,4.364596844769949,4.078032405466502,256.50523238315725,256.50523238315725
7424,1536,0.2495,256,256,29736,6140,1,267,266,4.877607309535961,4.078032405466502,256.50523238315725,256.50523238315725
7680,1536,0.2495,256,256,30764,6140,1,266,266,4.390648157433134,4.078032405466502,256.50523238315725,256.50523238315725
7936,1536,0.2495,256,256,31788,6140,1,267,266,4.903658622200055,4.078032405466502,256.50523238315725,256.50523238315725
8192,1536,0.2495,256,256,32816,6140,1,266,266,4.416699470099047,4.078032405466502,256.50523238315725,256.50523238315725
8448,1536,0.2495,256,256,33841,6140,1,267,266,4.679717530647395,4.078032405466502,256.50523238315725,256.50523238315725
8704,1536,0.2495,256,256,34869,6140,1,266,266,4.192758378543658,4.078032405466502,256.50523238315725,256.50523238315725
8960,1536,0.2495,256,256,35893,6140,1,267,266,4.7057688433105795,4.078032405466502,256.50523238315725,256.50523238315725
9216,1536,0.2495,256,256,36921,6140,1,266,266,4.218809691206843,4.078032405466502,256.50523238315725,256.50523238315725
9472,1536,0.2495,256,256,37945,6140,1,267,266,4.7318201559737645,4.078032405466502,256.50523238315725,256.50523238315725
9728,1536,0.2495,256,256,38973,6140,1,266,266,4.244861003871847,4.078032405466502,256.50523238315725,256.50523238315725
9984,1536,0.2495,256,256,39997,6140,1,267,266,4.757871468638768,4.078032405466502,256.50523238315725,256.50523238315725
10240,1536,0.2495,256,256,41025,6140,1,266,266,4.270912316536851,4.078032405466502,256.50523238315725,256.50523238315725
10496,1536,0.2495,256,256,42049,6140,1,267,266,4.783922781301953,4.078032405466502,256.50523238315725,256.50523238315725
10752,1536,0.2495,256,256,43077,6140,1,266,266,4.296963629200036,4.078032405466502,256.50523238315725,256.50523238315725
11008,1536,0.2495,256,256,44101,6140,1,267,266,4.809974093965138,4.078032405466502,256.50523238315725,256.50523238315725
0,1792,0.2495,256,256,0,7164,1,261,267,0.0,4.591042870232968,256.50523238315725,256.50523238315725
256,1792,0.2495,256,256,1008,7164,1,267,267,4.5128889322411965,4.591042870232968,256.50523238315725,256.50523238315725
512,1792,0.2495,256,256,2036,7164,1,266,267,4.025929780138824,4.591042870232968,256.50523238315725,256.50523238315725
768,1792,0.2495,256,256,3060,7164,1,267,267,4.538940244905007,4.591042870232968,256.50523238315725,256.50523238315725
1024,1792,0.2495,256,256,4088,7164,1,266,267,4.051981092802748,4.591042870232968,256.50523238315725,256.50523238315725
1280,1792,0.2495,256,256,5112,7164,1,267,267,4.564991557569101,4.591042870232968,256.50523238315725,256.50523238315725
1536,1792,0.2495,256,256,6140,7164,1,266,267,4.078032405466502,4.591042870232968,256.50523238315725,256.50523238315725
1792,1792,0.2495,256,256,7164,7164,1,267,267,4.591042870232968,4.591042870232968,256.50523238315725,256.50523238315725
2048,1792,0.2495,256,256,8192,7164,1,266,267,4.104083718130596,4.591042870232968,256.50523238315725,256.50523238315725
2304,1792,0.2495,256,256,9216,7164,1,267,267,4.617094182896835,4.591042870232968,256.50523238315725,256.50523238315725
2560,1792,0.2495,256,256,10244,7164,1,266,267,4.130135030794463,4.591042870232968,256.50523238315725,256.50523238315725
2816,1792,0.2495,256,256,11268,7164,1,267,267,4.64314549556093,4.591042870232968,256.50523238315725,256.50523238315725
3072,1792,0.2495,256,256,12296,7164,1,266,267,4.156186343458103,4.591042870232968,256.50523238315725,256.50523238315725
3328,1792,0.2495,256,256,13320,7164,1,267,267,4.669196808224569,4.591042870232968,256.50523238315725,256.50523238315725
3584,1792,0.2495,256,256,14348,7164,1,266,267,4.182237656122197,4.591042870232968,256.50523238315725,256.50523238315725
3840,1792,0.2495,256,256,15372,7164,1,267,267,4.695248120888209,4.591042870232968,256.50523238315725,256.50523238315725
4096,1792,0.2495,256,256,16400,7164,1,266,267,4.208288968786292,4.591042870232968,256.50523238315725,256.50523238315725
4352,1792,0.2495,256,256,17424,7164,1,267,267,4.7212994335523035,4.591042870232968,256.50523238315725,256.50523238315725
4608,1792,0.2495,256,256,18452,7164,1,266,267,4.234340281449477,4.591042870232968,256.50523238315725,256.50523238315725
4864,1792,0.2495,256,256,19476,7164,1,267,267,4.747350746216398,4.591042870232968,256.50523238315725,256.50523238315725
5120,1792,0.2495,256,256,20504,7164,1,266,267,4.260391594113571,4.591042870232968,256.50523238315725,256.50523238315725
5376,1792,0.2495,256,256,21528,7164,1,267,267,4.773402058879583,4.591042870232968,256.50523238315725,256.50523238315725
5632,1792,0.2495,256,256,22556,7164,1,266,267,4.286442906778575,4.591042870232968,256.50523238315725,256.50523238315725
5888,1792,0.2495,256,256,23580,7164,1,267,267,4.799453371544587,4.591042870232968,256.50523238315725,256.50523238315725
6144,1792,0.2495,256,256,24608,7164,1,266,267,4.31249421944176,4.591042870232968,256.50523238315725,256.50523238315725
6400,1792,0.2495,256,256,25632,7164,1,267,267,4.825504684208681,4.591042870232968,256.50523238315725,256.50523238315725
6656,1792,0.2495,256,256,26660,7164,1,266,267,4.338545532105854,4.591042870232968,256.50523238315725,256.50523238315725
6912,1792,0.2495,256,256,27684,7164,1,267,267,4.851555996871866,4.591042870232968,256.50523238315725,256.50523238315725
7168,1792,0.2495,256,256,28712,7164,1,266,267,4.364596844769949,4.591042870232968,256.50523238315725,256.50523238315725
7424,1792,0.2495,256,256,29736,7164,1,267,267,4.877607309535961,4.591042870232968,256.50523238315725,256.50523238315725
7680,1792,0.2495,256,256,30764,7164,1,266,267,4.390648157433134,4.591042870232968,256.50523238315725,256.50523238315725
7936,1792,0.2495,256,256,31788,7164,1,267,267,4.903658622200055,4.591042870232968,256.50523238315725,256.50523238315725
8192,1792,0.2495,256,256,32816,7164,1,266,267,4.416699470099047,4.591042870232968,256.50523238315725,256.50523238315725
8448,1792,0.2495,256,256,33841,7164,1,267,267,4.679717530647395,4.591042870232968,256.50523238315725,256.50523238315725
8704,1792,0.2495,256,256,34869,7164,1,266,267,4.192758378543658,4.591042870232968,256.50523238315725,256.50523238315725
8960,1792,0.2495,256,256,35893,7164,1,267,267,4.7057688433105795,4.591042870232968,256.50523238315725,256.50523238315725
9216,1792,0.2495,256,256,36921,7164,1,266,267,4.218809691206843,4.591042870232968,256.50523238315725,256.50523238315725
9472,1792,0.2495,256,256,37945,7164,1,267,267,4.7318201559737645,4.591042870232968,256.50523238315725,256.50523238315725
9728,1792,0.2495,256,256,38973,7164,1,266,267,4.244861003871847,4.591042870232968,256.50523238315725,256.50523238315725
9984,1792,0.2495,256,256,39997,7164,1,267,267,4.757871468638768,4.591042870232968,256.50523238315725,256.50523238315725
10240,1792,0.2495,256,256,41025,7164,1,266,267,4.270912316536851,4.591042870232968,256.50523238315725,256.50523238315725
10496,1792,0.2495,256,256,42049,7164,1,267,267,4.783922781301953,4.591042870232968,256.50523238315725,256.50523238315725
10752,1792,0.2495,256,256,43077,7164,1,266,267,4.296963629200036,4.591042870232968,256.50523238315725,256.50523238315725
11008,1792,0.2495,256,256,44101,7164,1,267,267,4.809974093965138,4.591042870232968,256.50523238315725,256.50523238315725
0,2048,0.2495,256,256,0,8192,1,261,266,0.0,4.104083718130596,256.50523238315725,256.50523238315725
256,2048,0.2495,256,256,1008,8192,1,267,266,4.5128889322411965,4.104083718130596,256.50523238315725,256.50523238315725
512,2048,0.2495,256,256,2036,8192,1,266,266,4.025929780138824,4.104083718130596,256.50523238315725,256.50523238315725
768,2048,0.2495,256,256,3060,8192,1,267,266,4.538940244905007,4.104083718130596,256.50523238315725,256.50523238315725
1024,2048,0.2495,256,256,4088,8192,1,266,266,4.051981092802748,4.104083718130596,256.50523238315725,256.50523238315725
1280,2048,0.2495,256,256,5112,8192,1,267,266,4.564991557569101,4.104083718130596,256.50523238315725,256.50523238315725
1536,2048,0.2495,256,256,6140,8192,1,266,266,4.078032405466502,4.104083718130596,256.50523238315725,256.50523238315725
1792,2048,0.2495,256,256,7164,8192,1,267,266,4.591042870232968,4.104083718130596,256.50523238315725,256.50523238315725
2048,2048,0.2495,256,256,8192,8192,1,266,266,4.104083718130596,4.104083718130596,256.50523238315725,256.50523238315725
2304,2048,0.2495,256,256,9216,8192,1,267,266,4.617094182896835,4.104083718130596,256.50523238315725,256.50523238315725
2560,2048,0.2495,256,256,10244,8192,1,266,266,4.130135030794463,4.104083718130596,256.50523238315725,256.50523238315725
2816,2048,0.2495,256,256,11268,8192,1,267,266,4.64314549556093,4.104083718130596,256.50523238315725,256.50523238315725
3072,2048,0.2495,256,256,12296,8192,1,266,266,4.156186343458103,4.104083718130596,256.50523238315725,256.50523238315725
3328,2048,0.2495,256,256,13320,8192,1,267,266,4.669196808224569,4.104083718130596,256.50523238315725,256.50523238315725
3584,2048,0.2495,256,256,14348,8192,1,266,266,4.182237656122197,4.104083718130596,256.50523238315725,256.50523238315725
3840,2048,0.2495,256,256,15372,8192,1,267,266,4.695248120888209,4.104083718130596,256.50523238315725,256.50523238315725
4096,2048,0.2495,256,256,16400,8192,1,266,266,4.208288968786292,4.104083718130596,256.50523238315725,256.50523238315725
4352,2048,0.2495,256,256,17424,8192,1,267,266,4.7212994335523035,4.104083718130596,256.50523238315725,256.50523238315725
4608,2048,0.2495,256,256,18452,8192,1,266,266,4.234340281449477,4.104083718130596,256.50523238315725,256.50523238315725
4864,2048,0.2495,256,256,19476,8192,1,267,266,4.747350746216398,4.104083718130596,256.50523238315725,256.50523238315725
5120,2048,0.2495,256,256,20504,8192,1,266,266,4.260391594113571,4.104083718130596,256.50523238315725,256.50523238315725
5376,2048,0.2495,256,256,21528,8192,1,267,266,4.773402058879583,4.104083718130596,256.50523238315725,256.50523238315725
5632,2048,0.2495,256,256,22556,8192,1,266,266,4.286442906778575,4.104083718130596,256.50523238315725,256.50523238315725
5888,2048,0.2495,256,256,23580,8192,1,267,266,4.799453371544587,4.104083718130596,256.50523238315725,256.50523238315725
6144,2048,0.2495,256,256,24608,8192,1,266,266,4.31249421944176,4.104083718130596,256.50523238315725,256.50523238315725
6400,2048,0.2495,256,256,25632,8192,1,267,266,4.825504684208681,4.104083718130596,256.50523238315725,256.50523238315725
6656,2048,0.2495,256,256,26660,8192,1,266,266,4.338545532105854,4.104083718130596,256.50523238315725,256.50523238315725
6912,2048,0.2495,256,256,27684,8192,1,267,266,4.851555996871866,4.104083718130596,256.50523238315725,256.50523238315725
7168,2048,0.2495,256,256,28712,8192,1,266,266,4.364596844769949,4.104083718130596,256.50523238315725,256.50523238315725
7424,2048,0.2495,256,256,29736,8192,1,267,266,4.877607309535961,4.104083718130596,256.50523238315725,256.50523238315725
7680,2048,0.2495,256,256,30764,8192,1,266,266,4.390648157433134,4.104083718130596,256.50523238315725,256.50523238315725
7936,2048,0.2495,256,256,31788,8192,1,267,266,4.903658622200055,4.104083718130596,256.50523238315725,256.50523238315725
8192,2048,0.2495,256,256,32816,8192,1,266,266,4.416699470099047,4.104083718130596,256.50523238315725,256.50523238315725
8448,2048,0.2495,256,256,33841,8192,1,267,266,4.679717530647395,4.104083718130596,256.50523238315725,256.50523238315725
8704,2048,0.2495,256,256,34869,8192,1,266,266,4.192758378543658,4.104083718130596,256.50523238315725,256.50523238315725
8960,2048,0.2495,256,256,35893,8192,1,267,266,4.7057688433105795,4.104083718130596,256.50523238315725,256.50523238315725
9216,2048,0.2495,256,256,36921,8192,1,266,266,4.218809691206843,4.104083718130596,256.50523238315725,256.50523238315725
9472,2048,0.2495,256,256,37945,8192,1,267,266,4.7318201559737645,4.104083718130596,256.50523238315725,256.50523238315725
9728,2048,0.2495,256,256,38973,8192,1,266,266,4.244861003871847,4.104083718130596,256.50523238315725,256.50523238315725
9984,2048,0.2495,256,256,39997,8192,1,267,266,4.757871468638768,4.104083718130596,256.50523238315725,256.50523238315725
10240,2048,0.2495,256,256,41025,8192,1,266,266,4.270912316536851,4.104083718130596,256.50523238315725,256.50523238315725
10496,2048,0.2495,256,256,42049,8192,1,267,266,4.783922781301953,4.104083718130596,256.50523238315725,256.50523238315725
10752,2048,0.2495,256,256,43077,8192,1,266,266,4.296963629200036,4.104083718130596,256.50523238315725,256.50523238315725
11008,2048,0.2495,256,256,44101,8192,1,267,266,4.809974093965138,4.104083718130596,256.50523238315725,256.50523238315725
0,2304,0.2495,256,256,0,9216,1,261,267,0.0,4.617094182896835,256.50523238315725,256.50523238315725
256,2304,0.2495,256,256,1008,9216,1,267,267,4.5128889322411965,4.617094182896835,256.50523238315725,256.50523238315725
512,2304,0.2495,256,256,2036,9216,1,266,267,4.025929780138824,4.617094182896835,256.50523238315725,256.50523238315725
768,2304,0.2495,256,256,3060,9216,1,267,267,4.538940244905007,4.617094182896835,256.50523238315725,256.50523238315725
1024,2304,0.2495,256,256,4088,9216,1,266,267,4.051981092802748,4.617094182896835,256.50523238315725,256.50523238315725
1280,2304,0.2495,256,256,5112,9216,1,267,267,4.564991557569101,4.617094182896835,256.50523238315725,256.50523238315725
1536,2304,0.2495,256,256,6140,9216,1,266,267,4.078032405466502,4.617094182896835,256.50523238315725,256.50523238315725
1792,2304,0.2495,256,256,7164,9216,1,267,267,4.591042870232968,4.617094182896835,256.50523238315725,256.50523238315725
2048,2304,0.2495,256,256,8192,9216,1,266,267,4.104083718130596,4.617094182896835,256.50523238315725,256.50523238315725
2304,2304,0.2495,256,256,9216,9216,1,267,267,4.617094182896835,4.617094182896835,256.50523238315725,256.50523238315725
2560,2304,0.2495,256,256,10244,9216,1,266,267,4.130135030794463,4.617094182896835,256.50523238315725,256.50523238315725
2816,2304,0.2495,256,256,11268,9216,1,267,267,4.64314549556093,4.617094182896835,256.50523238315725,256.50523238315725
3072,2304,0.2495,256,256,12296,9216,1,266,267,4.156186343458103,4.617094182896835,256.50523238315725,256.50523238315725
3328,2304,0.2495,256,256,13320,9216,1,267,267,4.669196808224569,4.617094182896835,256.50523238315725,256.50523238315725
3584,2304,0.2495,256,256,14348,9216,1,266,267,4.182237656122197,4.617094182896835,256.50523238315725,256.50523238315725
3840,2304,0.2495,256,256,15372,9216,1,267,267,4.695248120888209,4.617094182896835,256.50523238315725,256.50523238315725
4096,2304,0.2495,256,256,16400,9216,1,266,267,4.208288968786292,4.617094182896835,256.50523238315725,256.50523238315725
4352,2304,0.2495,256,256,17424,9216,1,267,267,4.7212994335523035,4.617094182896835,256.50523238315725,256.50523238315725
4608,2304,0.2495,256,256,18452,9216,1,266,267,4.234340281449477,4.617094182896835,256.50523238315725,256.50523238315725
4864,2304,0.2495,256,256,19476,9216,1,267,267,4.747350746216398,4.617094182896835,256.50523238315725,256.50523238315725
5120,2304,0.2495,256,256,20504,9216,1,266,267,4.260391594113571,4.617094182896835,256.50523238315725,256.50523238315725
5376,2304,0.2495,256,256,21528,9216,1,267,267,4.773402058879583,4.617094182896835,256.50523238315725,256.50523238315725
5632,2304,0.2495,256,256,22556,9216,1,266,267,4.286442906778575,4.617094182896835,256.50523238315725,256.50523238315725
5888,2304,0.2495,256,256,23580,9216,1,267,267,4.799453371544587,4.617094182896835,256.50523238315725,256.50523238315725
6144,2304,0.2495,256,256,24608,9216,1,266,267,4.31249421944176,4.617094182896835,256.50523238315725,256.50523238315725
6400,2304,0.2495,256,256,25632,9216,1,267,267,4.825504684208681,4.617094182896835,256.50523238315725,256.50523238315725
6656,2304,0.2495,256,256,26660,9216,1,266,267,4.338545532105854,4.617094182896835,256.50523238315725,256.50523238315725
6912,2304,0.2495,256,256,27684,9216,1,267,267,4.851555996871866,4.617094182896835,256.50523238315725,256.50523238315725
7168,2304,0.2495,256,256,28712,9216,1,266,267,4.364596844769949,4.617094182896835,256.50523238315725,256.50523238315725
7424,2304,0.2495,256,256,29736,9216,1,267,267,4.877607309535961,4.617094182896835,256.50523238315725,256.50523238315725
7680,2304,0.2495,256,256,30764,9216,1,266,267,4.390648157433134,4.617094182896835,256.50523238315725,256.50523238315725
7936,2304,0.2495,256,256,31788,9216,1,267,267,4.903658622200055,4.617094182896835,256.50523238315725,256.50523238315725
8192,2304,0.2495,256,256,32816,9216,1,266,267,4.416699470099047,4.617094182896835,256.50523238315725,256.50523238315725
8448,2304,0.2495,256,256,33841,9216,1,267,267,4.679717530647395,4.617094182896835,256.50523238315725,256.50523238315725
8704,2304,0.2495,256,256,34869,9216,1,266,267,4.192758378543658,4.617094182896835,256.50523238315725,256.50523238315725
8960,2304,0.2495,256,256,35893,9216,1,267,267,4.7057688433105795,4.617094182896835,256.50523238315725,256.50523238315725
9216,2304,0.2495,256,256,36921,9216,1,266,267,4.218809691206843,4.617094182896835,256.50523238315725,256.50523238315725
9472,2304,0.2495,256,256,37945,9216,1,267,267,4.7318201559737645,4.617094182896835,256.50523238315725,256.50523238315725
9728,2304,0.2495,256,256,38973,9216,1,266,267,4.244861003871847,4.617094182896835,256.50523238315725,256.50523238315725
9984,2304,0.2495,256,256,39997,9216,1,267,267,4.757871468638768,4.617094182896835,256.50523238315725,256.50523238315725
10240,2304,0.2495,256,256,41025,9216,1,266,267,4.270912316536851,4.617094182896835,256.50523238315725,256.50523238315725
10496,2304,0.2495,256,256,42049,9216,1,267,267,4.783922781301953,4.617094182896835,256.50523238315725,256.50523238315725
10752,2304,0.2495,256,256,43077,9216,1,266,267,4.296963629200036,4.617094182896835,256.50523238315725,256.50523238315725
11008,2304,0.2495,256,256,44101,9216,1,267,267,4.809974093965138,4.617094182896835,256.50523238315725,256.50523238315725
0,2560,0.2495,256,256,0,10244,1,261,266,0.0,4.130135030794463,256.50523238315725,256.50523238315725
256,2560,0.2495,256,256,1008,10244,1,267,266,4.5128889322411965,4.130135030794463,256.50523238315725,256.50523238315725
512,2560,0.2495,256,256,2036,10244,1,266,266,4.025929780138824,4.130135030794463,256.50523238315725,256.50523238315725
768,2560,0.2495,256,256,3060,10244,1,267,266,4.538940244905007,4.130135030794463,256.50523238315725,256.50523238315725
1024,2560,0.2495,256,256,4088,10244,1,266,266,4.051981092802748,4.130135030794463,256.50523238315725,256.50523238315725
1280,2560,0.2495,256,256,5112,10244,1,267,266,4.564991557569101,4.130135030794463,256.50523238315725,256.50523238315725
1536,2560,0.2495,256,256,6140,10244,1,266,266,4.078032405466502,4.130135030794463,256.50523238315725,256.50523238315725
1792,2560,0.2495,256,256,7164,10244,1,267,266,4.591042870232968,4.130135030794463,256.50523238315725,256.50523238315725
2048,2560,0.2495,256,256,8192,10244,1,266,266,4.104083718130596,4.130135030794463,256.50523238315725,256.50523238315725
2304,2560,0.2495,256,256,9216,10244,1,267,266,4.617094182896835,4.130135030794463,256.50523238315725,256.50523238315725
2560,2560,0.2495,256,256,10244,10244,1,266,266,4.130135030794463,4.130135030794463,256.50523238315725,256.50523238315725
2816,2560,0.2495,256,256,11268,10244,1,267,266,4.64314549556093,4.130135030794463,256.50523238315725,256.50523238315725
3072,2560,0.2495,256,256,12296,10244,1,266,266,4.156186343458103,4.130135030794463,256.50523238315725,256.50523238315725
3328,2560,0.2495,256,256,13320,10244,1,267,266,4.669196808224569,4.130135030794463,256.50523238315725,256.50523238315725
3584,2560,0.2495,256,256,14348,10244,1,266,266,4.182237656122197,4.130135030794463,256.50523238315725,256.50523238315725
3840,2560,0.2495,256,256,15372,10244,1,267,266,4.695248120888209,4.130135030794463,256.50523238315725,256.50523238315725
4096,2560,0.2495,256,256,16400,10244,1,266,266,4.208288968786292,4.130135030794463,256.50523238315725,256.50523238315725
4352,2560,0.2495,256,256,17424,10244,1,267,266,4.7212994335523035,4.130135030794463,256.50523238315725,256.50523238315725
4608,2560,0.2495,256,256,18452,10244,1,266,266,4.234340281449477,4.130135030794463,256.50523238315725,256.50523238315725
4864,2560,0.2495,256,256,19476,10244,1,267,266,4.747350746216398,4.130135030794463,256.50523238315725,256.50523238315725
5120,2560,0.2495,256,256,20504,10244,1,266,266,4.260391594113571,4.130135030794463,256.50523238315725,256.50523238315725
5376,2560,0.2495,256,256,21528,10244,1,267,266,4.773402058879583,4.130135030794463,256.50523238315725,256.50523238315725
5632,2560,0.2495,256,256,22556,10244,1,266,266,4.286442906778575,4.130135030794463,256.50523238315725,256.50523238315725
5888,2560,0.2495,256,256,23580,10244,1,267,266,4.799453371544587,4.130135030794463,256.50523238315725,256.50523238315725
6144,2560,0.2495,256,256,24608,10244,1,266,266,4.31249421944176,4.130135030794463,256.50523238315725,256.50523238315725
6400,2560,0.2495,256,256,25632,10244,1,267,266,4.825504684208681,4.130135030794463,256.50523238315725,256.50523238315725
6656,2560,0.2495,256,256,26660,10244,1,266,266,4.338545532105854,4.130135030794463,256.50523238315725,256.50523238315725
6912,2560,0.2495,256,256,27684,10244,1,267,266,4.851555996871866,4.130135030794463,256.50523238315725,256.50523238315725
7168,2560,0.2495,256,256,28712,10244,1,266,266,4.364596844769949,4.130135030794463,256.50523238315725,256.50523238315725
7424,2560,0.2495,256,256,29736,10244,1,267,266,4.877607309535961,4.130135030794463,256.50523238315725,256.50523238315725
7680,2560,0.2495,256,256,30764,10244,1,266,266,4.390648157433134,4.130135030794463,256.50523238315725,256.50523238315725
7936,2560,0.2495,256,256,31788,10244,1,267,266,4.903658622200055,4.130135030794463,256.50523238315725,256.50523238315725
8192,2560,0.2495,256,256,32816,10244,1,266,266,4.416699470099047,4.130135030794463,256.50523238315725,256.50523238315725
8448,2560,0.2495,256,256,33841,10244,1,267,266,4.679717530647395,4.130135030794463,256.50523238315725,256.50523238315725
8704,2560,0.2495,256,256,34869,10244,1,266,266,4.192758378543658,4.130135030794463,256.50523238315725,256.50523238315725
