location.x,location.y,scaling,size.x,size.y,request.location.x,request.location.y,request.level,request.size.x,request.size.y,native.fractional_coordinates.x,native.fractional_coordinates.y,native.native_size.x,native.native_size.y
7680,512,0.2495,256,256,30764,2036,1,266,266,4.390648157433134,4.025929780138824,256.50523238315725,256.50523238315725
7936,512,0.2495,256,256,31788,2036,1,267,266,4.903658622200055,4.025929780138824,256.50523238315725,256.50523238315725
8192,512,0.2495,256,256,32816,2036,1,266,266,4.416699470099047,4.025929780138824,256.50523238315725,256.50523238315725
8448,512,0.2495,256,256,33841,2036,1,267,266,4.679717530647395,4.025929780138824,256.50523238315725,256.50523238315725
8704,512,0.2495,256,256,34869,2036,1,266,266,4.192758378543658,4.025929780138824,256.50523238315725,256.50523238315725
8960,512,0.2495,256,256,35893,2036,1,267,266,4.7057688433105795,4.025929780138824,256.50523238315725,256.50523238315725
9216,512,0.2495,256,256,36921,2036,1,266,266,4.218809691206843,4.025929780138824,256.50523238315725,256.50523238315725
9472,512,0.2495,256,256,37945,2036,1,267,266,4.7318201559737645,4.025929780138824,256.50523238315725,256.50523238315725
9728,512,0.2495,256,256,38973,2036,1,266,266,4.244861003871847,4.025929780138824,256.50523238315725,256.50523238315725
9984,512,0.2495,256,256,39997,2036,1,267,266,4.757871468638768,4.025929780138824,256.50523238315725,256.50523238315725
10240,512,0.2495,256,256,41025,2036,1,266,266,4.270912316536851,4.025929780138824,256.50523238315725,256.50523238315725
10496,512,0.2495,256,256,42049,2036,1,267,266,4.783922781301953,4.025929780138824,256.50523238315725,256.50523238315725
10752,512,0.2495,256,256,43077,2036,1,266,266,4.296963629200036,4.025929780138824,256.50523238315725,256.50523238315725
11008,512,0.2495,256,256,44101,2036,1,267,266,4.809974093965138,4.025929780138824,256.50523238315725,256.50523238315725
0,768,0.2495,256,256,0,3060,1,261,267,0.0,4.538940244905007,256.50523238315725,256.50523238315725
256,768,0.2495,256,256,1008,3060,1,267,267,4.5128889322411965,4.538940244905007,256.50523238315725,256.50523238315725
512,768,0.2495,256,256,2036,3060,1,266,267,4.025929780138824,4.538940244905007,256.50523238315725,256.50523238315725
768,768,0.2495,256,256,3060,3060,1,267,267,4.538940244905007,4.538940244905007,256.50523238315725,256.50523238315725
1024,768,0.2495,256,256,4088,3060,1,266,267,4.051981092802748,4.538940244905007,256.50523238315725,256.50523238315725
1280,768,0.2495,256,256,5112,3060,1,267,267,4.564991557569101,4.538940244905007,256.50523238315725,256.50523238315725
1536,768,0.2495,256,256,6140,3060,1,266,267,4.078032405466502,4.538940244905007,256.50523238315725,256.50523238315725
1792,768,0.2495,256,256,7164,3060,1,267,267,4.591042870232968,4.538940244905007,256.50523238315725,256.50523238315725
2048,768,0.2495,256,256,8192,3060,1,266,267,4.104083718130596,4.538940244905007,256.50523238315725,256.50523238315725
2304,768,0.2495,256,256,9216,3060,1,267,267,4.617094182896835,4.538940244905007,256.50523238315725,256.50523238315725
2560,768,0.2495,256,256,10244,3060,1,266,267,4.130135030794463,4.538940244905007,256.50523238315725,256.50523238315725
2816,768,0.2495,256,256,11268,3060,1,267,267,4.64314549556093,4.538940244905007,256.50523238315725,256.50523238315725
3072,768,0.2495,256,256,12296,3060,1,266,267,4.156186343458103,4.538940244905007,256.50523238315725,256.50523238315725
3328,768,0.2495,256,256,13320,3060,1,267,267,4.669196808224569,4.538940244905007,256.50523238315725,256.50523238315725
3584,768,0.2495,256,256,14348,3060,1,266,267,4.182237656122197,4.538940244905007,256.50523238315725,256.50523238315725
3840,768,0.2495,256,256,15372,3060,1,267,267,4.695248120888209,4.538940244905007,256.50523238315725,256.50523238315725
4096,768,0.2495,256,256,16400,3060,1,266,267,4.208288968786292,4.538940244905007,256.50523238315725,256.50523238315725
4352,768,0.2495,256,256,17424,3060,1,267,267,4.7212994335523035,4.538940244905007,256.50523238315725,256.50523238315725
4608,768,0.2495,256,256,18452,3060,1,266,267,4.234340281449477,4.538940244905007,256.50523238315725,256.50523238315725
4864,768,0.2495,256,256,19476,3060,1,267,267,4.747350746216398,4.538940244905007,256.50523238315725,256.50523238315725
5120,768,0.2495,256,256,20504,3060,1,266,267,4.260391594113571,4.538940244905007,256.50523238315725,256.50523238315725
5376,768,0.2495,256,256,21528,3060,1,267,267,4.773402058879583,4.538940244905007,256.50523238315725,256.50523238315725
5632,768,0.2495,256,256,22556,3060,1,266,267,4.286442906778575,4.538940244905007,256.50523238315725,256.50523238315725
5888,768,0.2495,256,256,23580,3060,1,267,267,4.799453371544587,4.538940244905007,256.50523238315725,256.50523238315725
6144,768,0.2495,256,256,24608,3060,1,266,267,4.31249421944176,4.538940244905007,256.50523238315725,256.50523238315725
6400,768,0.2495,256,256,25632,3060,1,267,267,4.825504684208681,4.538940244905007,256.50523238315725,256.50523238315725
6656,768,0.2495,256,256,26660,3060,1,266,267,4.338545532105854,4.538940244905007,256.50523238315725,256.50523238315725
6912,768,0.2495,256,256,27684,3060,1,267,267,4.851555996871866,4.538940244905007,256.50523238315725,256.50523238315725
7168,768,0.2495,256,256,28712,3060,1,266,267,4.364596844769949,4.538940244905007,256.50523238315725,256.50523238315725
7424,768,0.2495,256,256,29736,3060,1,267,267,4.877607309535961,4.538940244905007,256.50523238315725,256.50523238315725
7680,768,0.2495,256,256,30764,3060,1,266,267,4.390648157433134,4.538940244905007,256.50523238315725,256.50523238315725
7936,768,0.2495,256,256,31788,3060,1,267,267,4.903658622200055,4.538940244905007,256.50523238315725,256.50523238315725
8192,768,0.2495,256,256,32816,3060,1,266,267,4.416699470099047,4.538940244905007,256.50523238315725,256.50523238315725
8448,768,0.2495,256,256,33841,3060,1,267,267,4.679717530647395,4.538940244905007,256.50523238315725,256.50523238315725
8704,768,0.2495,256,256,34869,3060,1,266,267,4.192758378543658,4.538940244905007,256.50523238315725,256.50523238315725
8960,768,0.2495,256,256,35893,3060,1,267,267,4.7057688433105795,4.538940244905007,256.50523238315725,256.50523238315725
9216,768,0.2495,256,256,36921,3060,1,266,267,4.218809691206843,4.538940244905007,256.50523238315725,256.50523238315725
9472,768,0.2495,256,256,37945,3060,1,267,267,4.7318201559737645,4.538940244905007,256.50523238315725,256.50523238315725
9728,768,0.2495,256,256,38973,3060,1,266,267,4.244861003871847,4.538940244905007,256.50523238315725,256.50523238315725
9984,768,0.2495,256,256,39997,3060,1,267,267,4.757871468638768,4.538940244905007,256.50523238315725,256.50523238315725
10240,768,0.2495,256,256,41025,3060,1,266,267,4.270912316536851,4.538940244905007,256.50523238315725,256.50523238315725
10496,768,0.2495,256,256,42049,3060,1,267,267,4.783922781301953,4.538940244905007,256.50523238315725,256.50523238315725
10752,768,0.2495,256,256,43077,3060,1,266,267,4.296963629200036,4.538940244905007,256.50523238315725,256.50523238315725
11008,768,0.2495,256,256,44101,3060,1,267,267,4.809974093965138,4.538940244905007,256.50523238315725,256.50523238315725
0,1024,0.2495,256,256,0,4088,1,261,266,0.0,4.051981092802748,256.50523238315725,256.50523238315725
256,1024,0.2495,256,256,1008,4088,1,267,266,4.5128889322411965,4.051981092802748,256.50523238315725,256.50523238315725
512,1024,0.2495,256,256,2036,4088,1,266,266,4.025929780138824,4.051981092802748,256.50523238315725,256.50523238315725
768,1024,0.2495,256,256,3060,4088,1,267,266,4.538940244905007,4.051981092802748,256.50523238315725,256.50523238315725
1024,1024,0.2495,256,256,4088,4088,1,266,266,4.051981092802748,4.051981092802748,256.50523238315725,256.50523238315725
1280,1024,0.2495,256,256,5112,4088,1,267,266,4.564991557569101,4.051981092802748,256.50523238315725,256.50523238315725
1536,1024,0.2495,256,256,6140,4088,1,266,266,4.078032405466502,4.051981092802748,256.50523238315725,256.50523238315725
1792,1024,0.2495,256,256,7164,4088,1,267,266,4.591042870232968,4.051981092802748,256.50523238315725,256.50523238315725
2048,1024,0.2495,256,256,8192,4088,1,266,266,4.104083718130596,4.051981092802748,256.50523238315725,256.50523238315725
2304,1024,0.2495,256,256,9216,4088,1,267,266,4.617094182896835,4.051981092802748,256.50523238315725,256.50523238315725
2560,1024,0.2495,256,256,10244,4088,1,266,266,4.130135030794463,4.051981092802748,256.50523238315725,256.50523238315725
2816,1024,0.2495,256,256,11268,4088,1,267,266,4.64314549556093,4.051981092802748,256.50523238315725,256.50523238315725
3072,1024,0.2495,256,256,12296,4088,1,266,266,4.156186343458103,4.051981092802748,256.50523238315725,256.50523238315725
3328,1024,0.2495,256,256,13320,4088,1,267,266,4.669196808224569,4.051981092802748,256.50523238315725,256.50523238315725
3584,1024,0.2495,256,256,14348,4088,1,266,266,4.182237656122197,4.051981092802748,256.50523238315725,256.50523238315725
3840,1024,0.2495,256,256,15372,4088,1,267,266,4.695248120888209,4.051981092802748,256.50523238315725,256.50523238315725
4096,1024,0.2495,256,256,16400,4088,1,266,266,4.208288968786292,4.051981092802748,256.50523238315725,256.50523238315725
4352,1024,0.2495,256,256,17424,4088,1,267,266,4.7212994335523035,4.051981092802748,256.50523238315725,256.50523238315725
4608,1024,0.2495,256,256,18452,4088,1,266,266,4.234340281449477,4.051981092802748,256.50523238315725,256.50523238315725
4864,1024,0.2495,256,256,19476,4088,1,267,266,4.747350746216398,4.051981092802748,256.50523238315725,256.50523238315725
5120,1024,0.2495,256,256,20504,4088,1,266,266,4.260391594113571,4.051981092802748,256.50523238315725,256.50523238315725
5376,1024,0.2495,256,256,21528,4088,1,267,266,4.773402058879583,4.051981092802748,256.50523238315725,256.50523238315725
5632,1024,0.2495,256,256,22556,4088,1,266,266,4.286442906778575,4.051981092802748,256.50523238315725,256.50523238315725
5888,1024,0.2495,256,256,23580,4088,1,267,266,4.799453371544587,4.051981092802748,256.50523238315725,256.50523238315725
6144,1024,0.2495,256,256,24608,4088,1,266,266,4.31249421944176,4.051981092802748,256.50523238315725,256.50523238315725
6400,1024,0.2495,256,256,25632,4088,1,267,266,4.825504684208681,4.051981092802748,256.50523238315725,256.50523238315725
6656,1024,0.2495,256,256,26660,4088,1,266,266,4.338545532105854,4.051981092802748,256.50523238315725,256.50523238315725
6912,1024,0.2495,256,256,27684,4088,1,267,266,4.851555996871866,4.051981092802748,256.50523238315725,256.50523238315725
7168,1024,0.2495,256,256,28712,4088,1,266,266,4.364596844769949,4.051981092802748,256.50523238315725,256.50523238315725
7424,1024,0.2495,256,256,29736,4088,1,267,266,4.877607309535961,4.051981092802748,256.50523238315725,256.50523238315725
7680,1024,0.2495,256,256,30764,4088,1,266,266,4.390648157433134,4.051981092802748,256.50523238315725,256.50523238315725
7936,1024,0.2495,256,256,31788,4088,1,267,266,4.903658622200055,4.051981092802748,256.50523238315725,256.50523238315725
8192,1024,0.2495,256,256,32816,4088,1,266,266,4.416699470099047,4.051981092802748,256.50523238315725,256.50523238315725
8448,1024,0.2495,256,256,33841,4088,1,267,266,4.679717530647395,4.051981092802748,256.50523238315725,256.50523238315725
8704,1024,0.2495,256,256,34869,4088,1,266,266,4.192758378543658,4.051981092802748,256.50523238315725,256.50523238315725
8960,1024,0.2495,256,256,35893,4088,1,267,266,4.7057688433105795,4.051981092802748,256.50523238315725,256.50523238315725
9216,1024,0.2495,256,256,36921,4088,1,266,266,4.218809691206843,4.051981092802748,256.50523238315725,256.50523238315725
9472,1024,0.2495,256,256,37945,4088,1,267,266,4.7318201559737645,4.051981092802748,256.50523238315725,256.50523238315725
9728,1024,0.2495,256,256,38973,4088,1,266,266,4.244861003871847,4.051981092802748,256.50523238315725,256.50523238315725
9984,1024,0.2495,256,256,39997,4088,1,267,266,4.757871468638768,4.051981092802748,256.50523238315725,256.50523238315725
10240,1024,0.2495,256,256,41025,4088,1,266,266,4.270912316536851,4.051981092802748,256.50523238315725,256.50523238315725
10496,1024,0.2495,256,256,42049,4088,1,267,266,4.783922781301953,4.051981092802748,256.50523238315725,256.50523238315725
10752,1024,0.2495,256,256,43077,4088,1,266,266,4.296963629200036,4.051981092802748,256.50523238315725,256.50523238315725
11008,1024,0.2495,256,256,44101,4088,1,267,266,4.809974093965138,4.051981092802748,256.50523238315725,256.50523238315725
0,1280,0.2495,256,256,0,5112,1,261,267,0.0,4.564991557569101,256.50523238315725,256.50523238315725
256,1280,0.2495,256,256,1008,5112,1,267,267,4.5128889322411965,4.564991557569101,256.50523238315725,256.50523238315725
512,1280,0.2495,256,256,2036,5112,1,266,267,4.025929780138824,4.564991557569101,256.50523238315725,256.50523238315725
768,1280,0.2495,256,256,3060,5112,1,267,267,4.538940244905007,4.564991557569101,256.50523238315725,256.50523238315725
1024,1280,0.2495,256,256,4088,5112,1,266,267,4.051981092802748,4.564991557569101,256.50523238315725,256.50523238315725
1280,1280,0.2495,256,256,5112,5112,1,267,267,4.564991557569101,4.564991557569101,256.50523238315725,256.50523238315725
1536,1280,0.2495,256,256,6140,5112,1,266,267,4.078032405466502,4.564991557569101,256.50523238315725,256.50523238315725
1792,1280,0.2495,256,256,7164,5112,1,267,267,4.591042870232968,4.564991557569101,256.50523238315725,256.50523238315725
2048,1280,0.2495,256,256,8192,5112,1,266,267,4.104083718130596,4.564991557569101,256.50523238315725,256.50523238315725
2304,1280,0.2495,256,256,9216,5112,1,267,267,4.617094182896835,4.564991557569101,256.50523238315725,256.50523238315725
2560,1280,0.2495,256,256,10244,5112,1,266,267,4.130135030794463,4.564991557569101,256.50523238315725,256.50523238315725
2816,1280,0.2495,256,256,11268,5112,1,267,267,4.64314549556093,4.564991557569101,256.50523238315725,256.50523238315725
3072,1280,0.2495,256,256,12296,5112,1,266,267,4.156186343458103,4.564991557569101,256.50523238315725,256.50523238315725
3328,1280,0.2495,256,256,13320,5112,1,267,267,4.669196808224569,4.564991557569101,256.50523238315725,256.50523238315725
3584,1280,0.2495,256,256,14348,5112,1,266,267,4.182237656122197,4.564991557569101,256.50523238315725,256.50523238315725
3840,1280,0.2495,256,256,15372,5112,1,267,267,4.695248120888209,4.564991557569101,256.50523238315725,256.50523238315725
4096,1280,0.2495,256,256,16400,5112,1,266,267,4.208288968786292,4.564991557569101,256.50523238315725,256.50523238315725
4352,1280,0.2495,256,256,17424,5112,1,267,267,4.7212994335523035,4.564991557569101,256.50523238315725,256.50523238315725
4608,1280,0.2495,256,256,18452,5112,1,266,267,4.234340281449477,4.564991557569101,256.50523238315725,256.50523238315725
